Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/phs-transaction/saveMsaFsaResult,,,,2019-07-29 16:10:49,2019-07-29 16:10:50,1.151s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/saveMsaFsaResult"", [""endpoint"":endpoint, ""id"":findTestData(""phs-transaction/saveMsaFsaResult"").getValue(1, 1), ""genId"":findTestData(""phs-transaction/saveMsaFsaResult"").getValue(2, 1), ... ]))",,,,2019-07-29 16:10:50,2019-07-29 16:10:50,0.846s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:10:50,2019-07-29 16:10:50,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:10:50,2019-07-29 16:10:50,0.001s,PASSED
,,,,,,,
Test Cases/phs-transaction/saveTaskDetail,,,,2019-07-29 16:10:50,2019-07-29 16:10:52,1.542s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/saveTaskDetail"", [""endpoint"":endpoint, ""trxId"":findTestData(""phs-transaction/saveTaskDetail"").getValue(1, 1), ""genId"":findTestData(""phs-transaction/saveTaskDetail"").getValue(2, 1), ... ]))",,,,2019-07-29 16:10:51,2019-07-29 16:10:52,1.216s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:10:52,2019-07-29 16:10:52,0.004s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:10:52,2019-07-29 16:10:52,0.000s,PASSED
,,,,,,,
Test Cases/phs-transaction/setStatus,,,,2019-07-29 16:10:52,2019-07-29 16:10:52,0.423s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/setStatus"", [""endpoint"":endpoint, ""reqType"":findTestData(""phs-transaction/setStatus"").getValue(1, 1), ""trxIn"":findTestData(""phs-transaction/setStatus"").getValue(2, 1)]))",,,,2019-07-29 16:10:52,2019-07-29 16:10:52,0.125s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:10:52,2019-07-29 16:10:52,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:10:52,2019-07-29 16:10:52,0.000s,PASSED
,,,,,,,
Test Cases/phs-transaction/setStatusSave,,,,2019-07-29 16:10:52,2019-07-29 16:10:53,0.731s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/SetStatusSave"", [""endpoint"":endpoint, ""reqType"":findTestData(""phs-transaction/setStatusSave"").getValue(1, 1), ""id"":findTestData(""phs-transaction/setStatusSave"").getValue(2, 1), ... ]))",,,,2019-07-29 16:10:53,2019-07-29 16:10:53,0.374s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:10:53,2019-07-29 16:10:53,0.004s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:10:53,2019-07-29 16:10:53,0.001s,PASSED
,,,,,,,
Test Cases/phs-transaction/statusBpm,,,,2019-07-29 16:10:53,2019-07-29 16:10:54,0.457s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/statusBpm"", [""endpoint"":endpoint, ""statusBpm"":findTestData(""phs-transaction/statusBpm"").getValue(1, 1)]))",,,,2019-07-29 16:10:54,2019-07-29 16:10:54,0.105s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:10:54,2019-07-29 16:10:54,0.005s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:10:54,2019-07-29 16:10:54,0.001s,PASSED
,,,,,,,
Test Cases/phs-transaction/statusCm,,,,2019-07-29 16:10:54,2019-07-29 16:11:07,13.271s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/statusCm"", [""endpoint"":endpoint, ""statusCm"":findTestData(""phs-transaction/statusCm"").getValue(1, 1)]))",,,,2019-07-29 16:10:54,2019-07-29 16:11:07,12.980s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:11:07,2019-07-29 16:11:07,0.002s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:11:07,2019-07-29 16:11:07,0.001s,PASSED
,,,,,,,
Test Cases/phs-transaction/updateAlterNumber,,,,2019-07-29 16:11:07,2019-07-29 16:11:08,0.622s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/updateAlterNumber"", [""endpoint"":endpoint, ""trxId"":findTestData(""phs-transaction/updateAlterNumber"").getValue(1, 1), ""genId"":findTestData(""phs-transaction/updateAlterNumber"").getValue(2, 1), ... ]))",,,,2019-07-29 16:11:07,2019-07-29 16:11:08,0.329s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:11:08,2019-07-29 16:11:08,0.003s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:11:08,2019-07-29 16:11:08,0.001s,PASSED
,,,,,,,
Test Cases/phs-transaction/updateStatusProcess,,,,2019-07-29 16:11:08,2019-07-29 16:11:08,0.478s,PASSED
"response = sendRequest(findTestObject(""phs-transaction/updateStatusProcess"", [""endpoint"":endpoint, ""genId"":findTestData(""phs-transaction/updateStatusProcess"").getValue(1, 1), ""statusProcess"":findTestData(""phs-transaction/updateStatusProcess"").getValue(2, 1)]))",,,,2019-07-29 16:11:08,2019-07-29 16:11:08,0.116s,PASSED
"verifyResponseStatusCode(response, 200)",,,,2019-07-29 16:11:08,2019-07-29 16:11:08,0.007s,PASSED
Start listener action : sampleAfterTestCase,,,,2019-07-29 16:11:08,2019-07-29 16:11:08,0.000s,PASSED
